Initialising...
Simulation: Reached termination time.
Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
300,10: [Host #78] MIPS for VM #505 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #78] Total allocated MIPS for VM #506 (Host #78) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #78] MIPS for VM #506 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #78] Total allocated MIPS for VM #507 (Host #78) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #78] MIPS for VM #507 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #78] utilization is 62,50%

300,10: [Host #79] IO processing of VM #508 elapsed time is 2,78195 s
300,10: [Host #79] IO processing of VM #509 elapsed time is 2,78195 s
300,10: [Host #79] IO processing of VM #510 elapsed time is 2,78195 s
300,10: [Host #79] IO processing of VM #511 elapsed time is 2,78195 s
300,10: [Host #79] IO processing of VM #512 elapsed time is 2,78195 s
300,10: [Host #79] Total allocated MIPS for VM #508 (Host #79) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #79] MIPS for VM #508 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #79] Total allocated MIPS for VM #509 (Host #79) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #79] MIPS for VM #509 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #79] Total allocated MIPS for VM #510 (Host #79) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #79] MIPS for VM #510 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #79] Total allocated MIPS for VM #511 (Host #79) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #79] MIPS for VM #511 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #79] Total allocated MIPS for VM #512 (Host #79) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #79] MIPS for VM #512 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #79] utilization is 62,50%

300,10: [Host #80] IO processing of VM #513 elapsed time is 2,78195 s
300,10: [Host #80] IO processing of VM #514 elapsed time is 2,78195 s
300,10: [Host #80] IO processing of VM #515 elapsed time is 2,78195 s
300,10: [Host #80] IO processing of VM #516 elapsed time is 2,78195 s
300,10: [Host #80] IO processing of VM #517 elapsed time is 2,78195 s
300,10: [Host #80] Total allocated MIPS for VM #513 (Host #80) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #80] MIPS for VM #513 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #80] Total allocated MIPS for VM #514 (Host #80) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #80] MIPS for VM #514 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #80] Total allocated MIPS for VM #515 (Host #80) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #80] MIPS for VM #515 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #80] Total allocated MIPS for VM #516 (Host #80) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #80] MIPS for VM #516 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #80] Total allocated MIPS for VM #517 (Host #80) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #80] MIPS for VM #517 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #80] utilization is 62,50%

300,10: [Host #81] IO processing of VM #518 elapsed time is 2,78195 s
300,10: [Host #81] IO processing of VM #519 elapsed time is 2,78195 s
300,10: [Host #81] IO processing of VM #520 elapsed time is 2,78195 s
300,10: [Host #81] IO processing of VM #521 elapsed time is 2,78195 s
300,10: [Host #81] IO processing of VM #522 elapsed time is 2,78195 s
300,10: [Host #81] Total allocated MIPS for VM #518 (Host #81) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #81] MIPS for VM #518 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #81] Total allocated MIPS for VM #519 (Host #81) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #81] MIPS for VM #519 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #81] Total allocated MIPS for VM #520 (Host #81) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #81] MIPS for VM #520 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #81] Total allocated MIPS for VM #521 (Host #81) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #81] MIPS for VM #521 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #81] Total allocated MIPS for VM #522 (Host #81) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #81] MIPS for VM #522 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #81] utilization is 62,50%

300,10: [Host #82] IO processing of VM #523 elapsed time is 2,78195 s
300,10: [Host #82] IO processing of VM #524 elapsed time is 2,78195 s
300,10: [Host #82] IO processing of VM #525 elapsed time is 2,78195 s
300,10: [Host #82] IO processing of VM #526 elapsed time is 2,78195 s
300,10: [Host #82] IO processing of VM #527 elapsed time is 2,78195 s
300,10: [Host #82] Total allocated MIPS for VM #523 (Host #82) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #82] MIPS for VM #523 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #82] Total allocated MIPS for VM #524 (Host #82) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #82] MIPS for VM #524 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #82] Total allocated MIPS for VM #525 (Host #82) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #82] MIPS for VM #525 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #82] Total allocated MIPS for VM #526 (Host #82) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #82] MIPS for VM #526 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #82] Total allocated MIPS for VM #527 (Host #82) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #82] MIPS for VM #527 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #82] utilization is 62,50%

300,10: [Host #83] IO processing of VM #528 elapsed time is 2,78195 s
300,10: [Host #83] IO processing of VM #529 elapsed time is 2,78195 s
300,10: [Host #83] IO processing of VM #530 elapsed time is 2,78195 s
300,10: [Host #83] IO processing of VM #531 elapsed time is 2,78195 s
300,10: [Host #83] IO processing of VM #532 elapsed time is 2,78195 s
300,10: [Host #83] Total allocated MIPS for VM #528 (Host #83) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #83] MIPS for VM #528 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #83] Total allocated MIPS for VM #529 (Host #83) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #83] MIPS for VM #529 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #83] Total allocated MIPS for VM #530 (Host #83) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #83] MIPS for VM #530 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #83] Total allocated MIPS for VM #531 (Host #83) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #83] MIPS for VM #531 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #83] Total allocated MIPS for VM #532 (Host #83) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #83] MIPS for VM #532 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #83] utilization is 62,50%

300,10: [Host #84] IO processing of VM #533 elapsed time is 2,78195 s
300,10: [Host #84] IO processing of VM #534 elapsed time is 2,78195 s
300,10: [Host #84] IO processing of VM #535 elapsed time is 2,78195 s
300,10: [Host #84] IO processing of VM #536 elapsed time is 2,78195 s
300,10: [Host #84] IO processing of VM #537 elapsed time is 2,78195 s
300,10: [Host #84] Total allocated MIPS for VM #533 (Host #84) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #84] MIPS for VM #533 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #84] Total allocated MIPS for VM #534 (Host #84) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #84] MIPS for VM #534 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #84] Total allocated MIPS for VM #535 (Host #84) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #84] MIPS for VM #535 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #84] Total allocated MIPS for VM #536 (Host #84) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #84] MIPS for VM #536 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #84] Total allocated MIPS for VM #537 (Host #84) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #84] MIPS for VM #537 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #84] utilization is 62,50%

300,10: [Host #85] IO processing of VM #538 elapsed time is 2,78195 s
300,10: [Host #85] IO processing of VM #539 elapsed time is 2,78195 s
300,10: [Host #85] IO processing of VM #540 elapsed time is 2,78195 s
300,10: [Host #85] IO processing of VM #541 elapsed time is 2,78195 s
300,10: [Host #85] IO processing of VM #542 elapsed time is 2,78195 s
300,10: [Host #85] Total allocated MIPS for VM #538 (Host #85) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #85] MIPS for VM #538 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #85] Total allocated MIPS for VM #539 (Host #85) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #85] MIPS for VM #539 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #85] Total allocated MIPS for VM #540 (Host #85) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #85] MIPS for VM #540 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #85] Total allocated MIPS for VM #541 (Host #85) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #85] MIPS for VM #541 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #85] Total allocated MIPS for VM #542 (Host #85) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #85] MIPS for VM #542 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #85] utilization is 62,50%

300,10: [Host #86] IO processing of VM #543 elapsed time is 2,78195 s
300,10: [Host #86] IO processing of VM #544 elapsed time is 2,78195 s
300,10: [Host #86] IO processing of VM #545 elapsed time is 2,78195 s
300,10: [Host #86] IO processing of VM #546 elapsed time is 2,78195 s
300,10: [Host #86] IO processing of VM #547 elapsed time is 2,78195 s
300,10: [Host #86] Total allocated MIPS for VM #543 (Host #86) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #86] MIPS for VM #543 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #86] Total allocated MIPS for VM #544 (Host #86) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #86] MIPS for VM #544 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #86] Total allocated MIPS for VM #545 (Host #86) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #86] MIPS for VM #545 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #86] Total allocated MIPS for VM #546 (Host #86) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #86] MIPS for VM #546 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #86] Total allocated MIPS for VM #547 (Host #86) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #86] MIPS for VM #547 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #86] utilization is 62,50%

300,10: [Host #87] IO processing of VM #548 elapsed time is 2,78195 s
300,10: [Host #87] IO processing of VM #549 elapsed time is 2,78195 s
300,10: [Host #87] IO processing of VM #550 elapsed time is 2,78195 s
300,10: [Host #87] IO processing of VM #551 elapsed time is 2,78195 s
300,10: [Host #87] IO processing of VM #552 elapsed time is 2,78195 s
300,10: [Host #87] Total allocated MIPS for VM #548 (Host #87) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #87] MIPS for VM #548 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #87] Total allocated MIPS for VM #549 (Host #87) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #87] MIPS for VM #549 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #87] Total allocated MIPS for VM #550 (Host #87) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #87] MIPS for VM #550 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #87] Total allocated MIPS for VM #551 (Host #87) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #87] MIPS for VM #551 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #87] Total allocated MIPS for VM #552 (Host #87) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #87] MIPS for VM #552 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #87] utilization is 62,50%

300,10: [Host #88] IO processing of VM #553 elapsed time is 2,78195 s
300,10: [Host #88] IO processing of VM #554 elapsed time is 2,78195 s
300,10: [Host #88] IO processing of VM #555 elapsed time is 2,78195 s
300,10: [Host #88] IO processing of VM #556 elapsed time is 2,78195 s
300,10: [Host #88] IO processing of VM #557 elapsed time is 2,78195 s
300,10: [Host #88] Total allocated MIPS for VM #553 (Host #88) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #88] MIPS for VM #553 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #88] Total allocated MIPS for VM #554 (Host #88) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #88] MIPS for VM #554 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #88] Total allocated MIPS for VM #555 (Host #88) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #88] MIPS for VM #555 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #88] Total allocated MIPS for VM #556 (Host #88) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #88] MIPS for VM #556 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #88] Total allocated MIPS for VM #557 (Host #88) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #88] MIPS for VM #557 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #88] utilization is 62,50%

300,10: [Host #89] IO processing of VM #558 elapsed time is 2,78195 s
300,10: [Host #89] IO processing of VM #559 elapsed time is 2,78195 s
300,10: [Host #89] IO processing of VM #560 elapsed time is 2,78195 s
300,10: [Host #89] IO processing of VM #561 elapsed time is 2,78195 s
300,10: [Host #89] IO processing of VM #562 elapsed time is 2,78195 s
300,10: [Host #89] Total allocated MIPS for VM #558 (Host #89) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #89] MIPS for VM #558 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #89] Total allocated MIPS for VM #559 (Host #89) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #89] MIPS for VM #559 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #89] Total allocated MIPS for VM #560 (Host #89) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #89] MIPS for VM #560 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #89] Total allocated MIPS for VM #561 (Host #89) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #89] MIPS for VM #561 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #89] Total allocated MIPS for VM #562 (Host #89) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #89] MIPS for VM #562 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #89] utilization is 62,50%

300,10: [Host #90] IO processing of VM #563 elapsed time is 2,78195 s
300,10: [Host #90] IO processing of VM #564 elapsed time is 2,78195 s
300,10: [Host #90] IO processing of VM #565 elapsed time is 2,78195 s
300,10: [Host #90] IO processing of VM #566 elapsed time is 2,78195 s
300,10: [Host #90] IO processing of VM #567 elapsed time is 2,78195 s
300,10: [Host #90] Total allocated MIPS for VM #563 (Host #90) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #90] MIPS for VM #563 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #90] Total allocated MIPS for VM #564 (Host #90) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #90] MIPS for VM #564 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #90] Total allocated MIPS for VM #565 (Host #90) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #90] MIPS for VM #565 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #90] Total allocated MIPS for VM #566 (Host #90) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #90] MIPS for VM #566 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #90] Total allocated MIPS for VM #567 (Host #90) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #90] MIPS for VM #567 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #90] utilization is 62,50%

300,10: [Host #91] IO processing of VM #568 elapsed time is 2,78195 s
300,10: [Host #91] IO processing of VM #569 elapsed time is 2,78195 s
300,10: [Host #91] IO processing of VM #570 elapsed time is 2,78195 s
300,10: [Host #91] IO processing of VM #571 elapsed time is 2,78195 s
300,10: [Host #91] IO processing of VM #572 elapsed time is 2,78195 s
300,10: [Host #91] Total allocated MIPS for VM #568 (Host #91) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #91] MIPS for VM #568 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #91] Total allocated MIPS for VM #569 (Host #91) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #91] MIPS for VM #569 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #91] Total allocated MIPS for VM #570 (Host #91) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #91] MIPS for VM #570 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #91] Total allocated MIPS for VM #571 (Host #91) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #91] MIPS for VM #571 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #91] Total allocated MIPS for VM #572 (Host #91) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #91] MIPS for VM #572 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #91] utilization is 62,50%

300,10: [Host #92] IO processing of VM #573 elapsed time is 2,78195 s
300,10: [Host #92] IO processing of VM #574 elapsed time is 2,78195 s
300,10: [Host #92] IO processing of VM #575 elapsed time is 2,78195 s
300,10: [Host #92] IO processing of VM #576 elapsed time is 2,78195 s
300,10: [Host #92] IO processing of VM #577 elapsed time is 2,78195 s
300,10: [Host #92] Total allocated MIPS for VM #573 (Host #92) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #92] MIPS for VM #573 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #92] Total allocated MIPS for VM #574 (Host #92) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #92] MIPS for VM #574 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #92] Total allocated MIPS for VM #575 (Host #92) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #92] MIPS for VM #575 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #92] Total allocated MIPS for VM #576 (Host #92) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #92] MIPS for VM #576 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #92] Total allocated MIPS for VM #577 (Host #92) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #92] MIPS for VM #577 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #92] utilization is 62,50%

300,10: [Host #93] IO processing of VM #578 elapsed time is 2,78195 s
300,10: [Host #93] IO processing of VM #579 elapsed time is 2,78195 s
300,10: [Host #93] IO processing of VM #580 elapsed time is 2,78195 s
300,10: [Host #93] IO processing of VM #581 elapsed time is 2,78195 s
300,10: [Host #93] IO processing of VM #582 elapsed time is 2,78195 s
300,10: [Host #93] Total allocated MIPS for VM #578 (Host #93) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #93] MIPS for VM #578 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #93] Total allocated MIPS for VM #579 (Host #93) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #93] MIPS for VM #579 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #93] Total allocated MIPS for VM #580 (Host #93) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #93] MIPS for VM #580 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #93] Total allocated MIPS for VM #581 (Host #93) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #93] MIPS for VM #581 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #93] Total allocated MIPS for VM #582 (Host #93) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #93] MIPS for VM #582 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #93] utilization is 62,50%

300,10: [Host #94] IO processing of VM #583 elapsed time is 2,78195 s
300,10: [Host #94] IO processing of VM #584 elapsed time is 2,78195 s
300,10: [Host #94] IO processing of VM #585 elapsed time is 2,78195 s
300,10: [Host #94] IO processing of VM #586 elapsed time is 2,78195 s
300,10: [Host #94] IO processing of VM #587 elapsed time is 2,78195 s
300,10: [Host #94] Total allocated MIPS for VM #583 (Host #94) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #94] MIPS for VM #583 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #94] Total allocated MIPS for VM #584 (Host #94) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #94] MIPS for VM #584 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #94] Total allocated MIPS for VM #585 (Host #94) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #94] MIPS for VM #585 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #94] Total allocated MIPS for VM #586 (Host #94) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #94] MIPS for VM #586 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #94] Total allocated MIPS for VM #587 (Host #94) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #94] MIPS for VM #587 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #94] utilization is 62,50%

300,10: [Host #95] IO processing of VM #588 elapsed time is 2,78195 s
300,10: [Host #95] IO processing of VM #589 elapsed time is 2,78195 s
300,10: [Host #95] IO processing of VM #590 elapsed time is 2,78195 s
300,10: [Host #95] IO processing of VM #591 elapsed time is 2,78195 s
300,10: [Host #95] IO processing of VM #592 elapsed time is 2,78195 s
300,10: [Host #95] Total allocated MIPS for VM #588 (Host #95) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #95] MIPS for VM #588 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #95] Total allocated MIPS for VM #589 (Host #95) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #95] MIPS for VM #589 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #95] Total allocated MIPS for VM #590 (Host #95) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #95] MIPS for VM #590 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #95] Total allocated MIPS for VM #591 (Host #95) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #95] MIPS for VM #591 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #95] Total allocated MIPS for VM #592 (Host #95) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #95] MIPS for VM #592 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #95] utilization is 62,50%

300,10: [Host #96] IO processing of VM #593 elapsed time is 2,78195 s
300,10: [Host #96] IO processing of VM #594 elapsed time is 2,78195 s
300,10: [Host #96] IO processing of VM #595 elapsed time is 2,78195 s
300,10: [Host #96] IO processing of VM #596 elapsed time is 2,78195 s
300,10: [Host #96] IO processing of VM #597 elapsed time is 2,78195 s
300,10: [Host #96] Total allocated MIPS for VM #593 (Host #96) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #96] MIPS for VM #593 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #96] Total allocated MIPS for VM #594 (Host #96) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #96] MIPS for VM #594 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #96] Total allocated MIPS for VM #595 (Host #96) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #96] MIPS for VM #595 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #96] Total allocated MIPS for VM #596 (Host #96) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #96] MIPS for VM #596 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #96] Total allocated MIPS for VM #597 (Host #96) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #96] MIPS for VM #597 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #96] utilization is 62,50%

300,10: [Host #97] IO processing of VM #598 elapsed time is 2,78195 s
300,10: [Host #97] IO processing of VM #599 elapsed time is 2,78195 s
300,10: [Host #97] Total allocated MIPS for VM #598 (Host #97) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #97] MIPS for VM #598 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #97] Total allocated MIPS for VM #599 (Host #97) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #97] MIPS for VM #599 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #97] utilization is 25,00%

300,10: [Host #98] utilization is 0,00%

300,10: [Host #99] utilization is 0,00%

Energy consumption for the last time frame from 0,00 to 300,10:
